business_id,date,review_id,stars,text,type,user_id,cool,useful,funny
MLPUSpkbWAvr9gJOELKqmQ,3/24/2011,hQUn4oL-6qnjma8indhLNw,2,"Went here for the first time a few weeks ago. The owner was snoring when I walked in, so that was odd and kind of a turn off. Their regular manicures are cheap- $10, but the experience overall was so-so. It got busier as my manicure was going on, so it got a little better. Parking is pretty bad..they have approx. 3 spaces. Manicure was fine..have a range of OPI but all their polishes were jumbled together which I hate. Overall, for a few dollars more there are better places, even down the street.",review,nH0YyEYTE7RMeAbeERrSQA,1,2,1
zDfaNgSYLn-TwquB5A6AaA,9/14/2012,1xrgXladKl8ukUsiyVU_kA,1,"Been here for many years but have seen a recent decline in quality service. Felt scolded by the bartender today at lunch. Felt disrespected as a customer. Service sucks stay away. ""bad service = bad review""",review,pRw80rCPUTcBo2Zv5De1yQ,0,0,0
NN2qs5B713vM6BDcMyrg4A,6/14/2012,LFKXrB40LfFd16xtSuy7MA,5,"Hands down the best breakfast I've ever had, anywhere. It definitely feels like home cooked breakfast. I've never been to this place on the weekend when it isn't packed out the door. I'm not the only person that loves this place!",review,aLTl_OkLo0BFRxdz1n6sYA,0,1,0
ho4Te6bO2tGs56h9PF2vuA,6/27/2011,WaXjxD6QcMBQQGOMnlGiYQ,3,"This is simply a poor substitute for the Los Dos Molinos in South Phoenix.  It is a pale shade of itself.  The salsa is spicy, but it doesn't have any of the same excitement.  I think its partly the downtown location in a strip mall, (not that 98% of restaurants in Phoenix aren't in strip malls).  But the Mexcian Pizza and Chicken enchiladas just didn't have the same loving kick and spice.  When you are craving Mexican downtown, this'll do in a pinch.  But make room and time to head out to the original deal, the one with 5 alarm salsa and huge patios.  Margaritas the size of one's head and bring a group of friends to indulge!",review,vhxFLqRok6r-D_aQz0s-JQ,0,1,0
sjCRI-lCh4KLO_RYQdlEeQ,3/28/2011,#NAME?,4,"Went there for a second time on Sunday.  The first time I came, I was underwhelmed.  I think the problem was that I went with only one other and this time I came with 5 others.  It was a beautiful Sunday afternoon and over pitchers of Sangria ($20.00 specials on Sunday) and copious amounts of food I rediscovered the restorative quality of good food and great friends.  Had serrano ham and manchego with quince paste, pollo colonial (my favorite), lamb with mustard and mint, pan con tomate, quail with lentils and chicken drumettes.  With the exception of the drumettes (which tasted like overly fancy buffalo wings), the rest of the food was exceptional.  Small portions, yes.  A smidge pricey yet, but the communal feeling of being with your good friends in the open air sharing vino and small plates is priceless.",review,vhxFLqRok6r-D_aQz0s-JQ,0,0,0
uL_kqSm8ZqJ_3U88uwA8tw,7/30/2012,CVFQy_w2RKrMA7TtPM0EQA,5,"This place is fantastic!

We went in on Sunday the 29th of July around 5:00pm. The guy behind the counter told us to enjoy ourselves, take our time, ask if we had any questions. We wandered around for a bit, I found a bottle of Argyle bubbly that I wanted, and then began to stare with lust in my eyes at the selection of Absinthe. 

Girlfriend wandered over to ask the guy to recommend a white that wasn't a Chard as we both really don't like buttery oak anything. He took a few cues from her, and found a great bottle of white which we drank with great glee last night. 

This was a test for the guy behind the counter. She didn't set a price limit, just said ""show me your favorite."" He could have done what many others have in the past and shown us a $50 bottle, but instead he showed us a kick ass bottle at the $14 price point. This is the mark of a good wine seller. Find you what you want without bending you over on the price. Yes, sometimes I want to spend $400 a bottle, but not all that often. I'd rather get my drink on at the price he found, and he turned us onto a white we both REALLY liked, which is super rare as we have very different tastes.

We'll absolutely be going back to buy more fermented grape from this place!

Prices are on par with Total Wine, but what you're really paying for is the help of someone who knows what they sell and likes their job. Great job Sportsman's, see you next Sunday for afternoon drinking!",review,W7zmm1uzlyUkEqpSG7PlBw,1,1,0
uzETXY35sIROqx6nnGuq-A,1/15/2011,OQjK5jYwSzoyUvOt1kEyPw,3,"I'm torn.


I LOVED my $20 facial. I'll probably go back for more once Groupon and the like run out of deals.

However, I also got a brow and eyelas tinting.  I wouldn't recommend that service from here.  My brows were uneven, and my lashes faded out quicker than normal.",review,bkRfY8jHdFxf7k8vLX4buA,0,0,0
06kfoeRs9Acj82Yl3i9p_w,7/3/2010,g0PIxO362sPzzvoYXNU4KQ,5,"Recently moved back to Mesa, I have been on the hunt for a place to get a good sandwich and fresh bread. This place now tops my list of places in the East Valley to get a good sandwich. My first sandwich was the Atlantic Haddock Provencal. A sandwich made with seared, lightly breaded haddock, sliced hard-boiled egg, fresh basil, romaine lettuce, tomato, Provencal tartar sauce on a grilled Brioche roll. The brioche was amazing. It was light and fluffy. The haddock was perfectly cooked with just the right amount of breading, and the vegetables were fresh and in perfect proportions as to not overpower the bread and haddock. Sometimes when you go to a sandwich shop they overload it with everything else that the meat and bread are just there to accessorize the vegetables and sauce. This was perfectly done. The atmosphere is pleasant and open with nice music as the light smell of fresh bread in the background salivates me. This is a must-visit lunch time destination. Dinner review shortly.",review,kxfUWPT6PuwieZHonfXtLw,0,0,0
SMpL3z4FLF07bRA6-y22JQ,4/5/2009,2bPgTaY62Jc_FoTtXz35lg,5,"What a wonderful night. It didn't start out that way. I found this restaurant on yelp, not realizing that it was sixteen miles from the hotel my wife and i were staying at. I heard the grief all the way there. ""Come on honey, it's an adventure!"". 

We arrived, and were greeted warmly and shown right to our table. Zach, our waiter, was right there to offer us drinks and appetizers. We had the Summer Rolls and they were delicious! 

I explained to  Zach that I was allergic to wheat and he brought us a special ""gluten free"" menu the owner had created for those of us who are allergic to wheat. Zach even brought us some special wheat-free dipping sauce for the Summer rolls. He showed great care, provided great customer service,  and the sauce  was delicious!

The portions were good sized and the presentation was beautiful. But the wonderful tastes and personal service made the night special. Oh, the bathrooms were clean too. Thanks Zach, and thanks Malee's. It was a great night my wife and I look forward to repeating. (Yes, she admitted after dinner that the drive was worth it.)",review,7a_7iT6nDMQc76bz3-TQwg,1,1,0
ht17atGW3tP8dFeiJkXI_g,12/29/2012,E7R_HyDkf4r0zVEuWxQl7A,3,"I met up with a few ladies here for drinks a few weeks back at the suggestion of someone else. We didn't end up playing pool, just enjoyed our drinks at the bar before moving over to a table. We were definitely over dressed and probably out of place, but it was a chill place to let loose. Drinks were okay, food was nothing outstanding, prices were to be expected.",review,6OWHDbEq23f24Vki_veHBA,0,0,0
EXmWz2eaKTGNIf3FJUlVZA,5/11/2011,PE4ueS5NlXcBw4Ixb8G0hA,5,"I am a way more frequent visitor of the bell rd location, but sometimes I have to travel downtown for work. When I do, I make my route pass by this place because I have to have dutch bros.  The guys at the bell location are pretty familiar with me by now but these guys still treat you as if you are there best customer. And it's the best coffee I've ever had.",review,Mex8qXT7nR89uTKX_qtgSA,0,0,0
TdNIQQcfslKjkey4-yAlKg,9/24/2009,fQwfcdBJb1tf7JRTRE5EDg,5,Even more great news....on Tuesdays there is a special of 35c per ounce. Not that I needed another incentive...but this is GREAT.,review,0ouMuScWJ3GuNtWEmmsziw,0,2,0
NN9dbEZF_c4YNgfWWAEVig,6/10/2009,a0YtahC0ZWer56OPruJA-A,2,"Been there, done that.  Fair sandwiches (better than Safeway, anyway).  Only 2 stars since I didn't know about the free soft serve, so didn't get to try that.

There's gotta be a good New York-style deli west of the 17 and north of Thunderbird.  Isn't there?  Doesn't have to be great.  Good would be wonderful.",review,ETIAM78kYT_xPM8b2iqi7g,1,1,1
oyzxIqrtzu-8sWlPhJVsLw,7/12/2012,3R_6Havc78W_IWkOhK1Liw,5,"Where to begin?

This is my favorite Mexican food establishment ever. I've been frequenting Carolina's for years and never once have I been disappointed. Some might compare it to Filiberto's or any of those [insert surname here]berto's but this is on a whole different level.

Atmosphere-wise it's one step above a sketchy hole-in-the-wall but the food makes up for everything the appearance of the place lacks. I don't know their secret but their beans, the tortillas, the salsa... it's all to die for. And IT'S. SO. CHEAP. Like, seriously, I'd dish out more money for this food but the fact that it really is that cheap is the icing on the cake. 

It's almost always busy but it's always worth the wait. Always.

If you haven't gone... you're missing out.",review,SlCfUUr1Pa7CzzSxbMH1pw,2,3,2
qMkIbQFrROSnPaQ7at85-w,3/12/2007,uCdLSQa-bH_aYM-5DNuQJQ,5,"I just got back from an Arizona spring training vacation, and one of the highlights was definitely the Desert Botanical Gardens.  We came really close to skipping on a visit altogether because it was 5:00pm, but decided to give it a shot...it was worth it!  I was a little disappointed that the Butterfly Pavillion had closed for the day at 5:00pm, and several walking areas were being used for weddings/receptions (who could blame these people??) but still got to see a lot of beautiful desert plants and wildlife.  We managed to get in for free, not sure if it was because of the time of the day or all the people just walking in for the weddings though, which totally made the park that much more fun.  I am not sure I would have gotten as much enjoyment out of it if I'd had to pay $5 to get in...

The little desert rat-sqirrels, and rabbits were totally fun to try to find hiding in the many different plants and burrows.  I felt like a little kid ooh-ing and ah-ing at the different varieties of cacti and desert wildflowers, and have to give this place the ultimate rating .  If you're ever in Arizona, please give this place a try, it's very well put together and a beautiful site to see.",review,dxPBchN0OnHTENctEUm7NQ,1,1,0
V4wiGd78Si52Gys9gmoZCg,11/22/2010,WB_tV05UYyBO_EC0oTIXCw,2,"Meh....decent Filibertos knockoff but the place feels like a major health hazard considering how new it is.

Just think Filibertos with less quality control and smaller portions.",review,OPStKHloEOVxcBtFgkzh2A,0,0,0
HGOsJ1-GXCk5_8RmwKxomA,6/14/2009,RSwZ_b5xV9ovGXTX3mux_w,2,"eewh! yuck and wtf!?

This Barnes & Noble Book Store sucks for sitting back, relaxing and trying to read. I know it is not a library, and I don't expect it to be. But, come on - you can at least have some sense of trying to keep the noise level down and have some cozy seating. 

And... Yikes! The people here are gross. They had some couch-chairs to lounge in and they were - in all of their grossness. And they were reading magazines of all things. WTF buy it and go home and let your kids do kart wheels there. EEWH!

Then, those of us who actually purchased books and were trying to peacefully read them were in the cafe' - sitting on their dirty wooden benches - where I guess the servers there think that part of theirs jobs in serving coffee is to do a drum solo every time they empty the used coffee grinds into the trash can - which was about every 5 minutes. Yeesh! Luckily, I had my iPod. It was blasting and I still could hear them banging away. It was not a very cleanly area either. 

I was going to ask if they had wifi but I just high-tailed it out of there instead. This place is small too and their book selection is limited.

I have been looking for a place to go to read, work and drink some coffee in my area (Arrowhead) and this one is definitely crossed off of my list. 

Come here to try and find a book but don't come expecting to kick back and enjoy your novel or what have you. If you like people watching though, this may be your place. There are all kinds here.

PS: and I left my fav coffee mug at this crappy place - like I will go back and get it. I think I would burn it first - bummer!",review,nZ9XFVETN4hxdK4qPb-T3Q,4,5,8
NCbHGtOP5yJBJsPPaE3X5g,8/1/2008,GXhCVzS14jGRpwusofxFIw,5,"Being Indian, and having grown up in London, I have been pretty spoilt for Indian food. Imagine my dismay when I moved to Phoenix! I've tried many different places here in town desperately trying to recapture the memory of a good London curry house but each time I've left either disappointed or clutching my guts fearing what may come.

Couple of friends introduced me to this place a few months ago and I'm stoked. It's not as good as the stuff back home. And I'm sure you can get better in San Francisco or New York. But if you are looking for something closer to home you can't go wrong.

Plus its got the real live Indians eating in there too. Can't be bad!!",review,3sJ62Mkavx69FBec71agYg,4,5,5
MUsqPXthMdHoPEow9M3MfA,7/28/2007,EuC1SHR55UGShkq3iovTEQ,1,This place is not there anymore.,review,VBEbhE0ISjg6xowGNiGmgQ,0,3,1
7XulXhz9PN2ctxtv0B0b7Q,3/16/2012,M0sPPYqC8ZDESo7HeJgC-g,5,Gaylee is great! She is super sweet and so professional! Her work is amazing. I found her through one of those online deals and now I am convinced that I will never go elsewhere. Keep up the great work!,review,33T-R7e8y7st0PA2HRyHnw,1,0,0
cgNIBHS2mLdbTRiodAT6EQ,4/6/2007,ZqzBvizyfGpzfiveEsgZ8A,3,"No frills.  Nothing fancy.  Just some honest burritos and tacos.  Voted ""best taco"" by New Times a few years back (in the 90's).  Not sure I agree, but they consistently satisfy.  They make a hearty breakfast burrito too.  If you're looking for Sonoran or Tex-Mex or anything beyond what you might find at Filiberto's, try somewhere else.  The red burro combo is my personal favorite.  It's saucy (enchilada style) and just spicy enough.  Bottled beer available.",review,1uTS7hrpgphH7ZDK8EThzw,0,1,0
nY2QBNMEfT3j68j-DHOGyg,6/19/2010,ENbvrftx0kvaDfrR1mchSA,4,"Went here this morning around 10 am. There was like a 20 minute wait, but no biggie. Service was fast, orders were fresh and correct, and place was clean. It is the Waffle House, not a fancy joint. So for what it is, it was good. Plus the staff are all very easy going and create a fun lively atmosphere. Good for a casual breakfast.",review,QdypppSRw2H5UtMu1IebLw,0,0,0
2ceeU8e3nZjaPfGmLwh4kg,8/9/2011,iDujx3HhzFt3mv4KPay6eA,4,"Where do I begin? I love Casey Moore's!

What a great ambiance! The outside patio is where it's at, with tons of seating and misters. Lots of beautiful decorations to stare at while you're waiting for friends to arrive, and the staff as well as fellow patrons are always very friendly.

When I feel like getting in touch with my hippie side I go to Casey Moores, because I can always expect to find someone outside painting a work of art, or photographing the wandering cats (yes, they have cats! they're well-fed and happy). 

It gets pretty busy after 5pm, but the good news is that if you arrive before 5 you can bring your pets and stay all night. I bring my dog in all the time, and she is always met with animal lovers who didn't know they could bring their pets.. so now you know!

The oysters are good, but if you're eating them out on the patio the heat kind of kills that deal for you. I had never tried oysters before going to Casey's but they are surprisingly tasty and comparatively better than other oyster houses.

If you're feeling pretty ballsy, go pee on the Blarney Stone! Every time I go there I wish I was a man so I could do it.",review,px6RIT_CcE2Z1Jd52C8TQQ,2,1,0
u3HMalNH-xBgZUXjnH3O6Q,3/19/2010,Z67Znbe5riZE4YISO45XAA,1,"Rarely do I give a 1 star rating but after four attempts in four months to get my fax line and internet rolling I can honestly say they have earned this.  After finally showing up for a scheduled appointment the tech told us our internet was fine but we disagree because we are getting the same speed we had with Qwest in Cave Creek (SLOW)  and they are charging us $64 a month for what they call the upgraded 20mbs.  Furthermore, I tried to send out a couple faxes after he left and the line is not responding.  Im going to drive down to the store tomorrow and demand that they remove the fees for service I have not received and just get efax.  As I noted in the first review we were excited to upgrade to faster internet so that makes this experience even worse.",review,QnMPMD8Nh3ErZGfMRGAeYg,0,0,0
qecLHHzAwgkkeA1bG81vmw,1/18/2011,kPS5PRqkwDpJx_bpDx9lCg,3,"Service was good, however my fettucine alfredo with meatballs was just OK. I would pass on this menu item the next and try something different.",review,8q2pilNlC3_mTfyDzp0TiA,0,0,0
vA8T8QXh78iSXhxShLNgQA,7/21/2010,DWq3femFL-muAUB6lMBQDA,2,"So, I went because of all the hype. Immediately, realized how overrated it was. The ambiance is like a Chilis but trying to be mexican.",review,zFfXgANzhIcD-JkdBygcZQ,0,1,0
K2_Hmmo5crTYWiT_1sWnfQ,12/22/2011,FSrIgThMfFIh__TubVQkxw,3,"Ok, so I'm catching up on past-due reviews.  For me, Chipotle is one of those places you go to when you want something to eat from critters that have been decently treated while giving their life for your enjoyment.  And the food is ok too.  The guacamole is always fresh, the burrito's are big and there are lot's of add-ins.  Just don't expect any gustatory excitation, it's pretty basic, non-threatening, and I think I heard somebody refer to it as gabacho mexican food.  I think that pretty well sums it up.  However, a big plus is that the iced tea is always fresh and all-you-can-drink :-)",review,J3I2NClEbD1Xr8lOdjxlqQ,0,0,0
NBwPgX7L2D-EZedgo3A-pw,8/18/2009,roMeHsyf55-_O7rpudBbZA,4,"Gils.. A relatively new business to the complex on 16th St and Bell Rd. 

Gils is NOT your average Mexican Style food. It is New Mexican Style. They use whole beans, no lard and light on flavor. The rice is not orange but more of a yellow with hints of garlic infused. The burritos are covered in red or green sauce, which can be a hot or mild depending on the crop. 

I had the pork Carnita's burrito topped with green sauce. Beans and rice. I would have been disappointed it I expected smashed refried beans too. BUT I love the beans as they are. They are sort of like a ham hock style bean. The carnitas was wonderful and huge. filled with pork and not a spec of fat in it. Topped with cheese and Hatch Green Chilie sauce. Did I mention Huge? 

The whole meal including water and chips and salsa set me back $10 bucks. I even have a small lunch for tomorrow. The chips are homemade and the thicker type. The red salsa was spicy but not hot and green was good. 

The rest of the menu looked good, nothing stood out as a must have but I will be back. 

The place was clean and they made a nice patio outside, complete with waterfall and everything.",review,C6IOtaaYdLIT5fWd7ZYIuA,16,19,5
VY_tvNUCCXGXQeSvJl757Q,12/15/2012,31mOjx2g1F2xAVi20JQP1g,4,Good pizza. Nice and laid back. Good staff too.,review,vpb5jICQEl6vT0NlHq1dug,0,0,0
HvfefhU4b38wcSulkBzA1A,11/5/2012,a5WztkUFN4onrcG1NMoYuQ,5,The praise and worship with Pastor BJ just sets up a God Filled service with the charismatic and awesome Pastor Maiden ... Going the Past 18 months has made our Marriage Stronger and Faith Magical,review,hLi9rdbx4cXBklc4osQEJA,0,0,0
4EeLblEpJc2VeBowa94YPQ,3/28/2008,RxwjDwQsSRE7flP6N4L4tA,5,"I come here probably at least once a week. The prices are right, there's a good variety of ""ethnic"" food, the cashiers are quick and friendly, and they're just helpful. I locked myself out of my car when having a space-cadet moment and they let me use their phone to call AAA to bail me out. 

Fresh flowers + great selection of wine and cheese + all the essentials 

They deal is that they cut out the middle man to get great prices for quality products and they don't have sales because they always sell their products at the best price possible. =) GO TJ'S!",review,IE_nJq65Qpso5fN4tG9zjQ,2,3,0
3H2ttTM2aSIaZ6FTjHwDQQ,11/29/2012,6wih8fh9hGHRCc4tk6U3ew,5,"I have only gotten the cafe sua da (iced coffee) here but it's the best I have had yet. When you walk in there is always fresh coffee lined up in cups on the counter ready to be mixed with sweetened condensed milk. I don't get to Mesa often but when I do I go here for the wonderful, rich, dark and creamy coffee. This is strong stuff; that first sip is so good. The richness, full flavor, creamy caramel flavors are heavenly.  And as the ice melts, it mellows out the flavor a little and it's still great. I can't say I have had all the cafe sua da in the valley, but what I have had; this is my favorite. 

Next time I come to Mesa for work I will need to come at lunch time so I can try the pho.",review,UhryFhGe1tqdbBzAhdooTQ,0,0,0
Gq092IH6eZqhAXwtXcwc6A,11/14/2007,DDt-wItJxXlzsErG2XE2mQ,3,"Only had a chance to experience the Oscuro (amber lager) and the pizza (the Arizona vs. Boston) so far but it's enough to make me want to come back and try more.

Lots of flat screens. Should be a great place to spend a Sunday afternoon watching footbal in the fall.",review,bkPFUCENKOYFDit-eV2PSw,2,2,0
pfTwzep_4hRTX_jXoi38cw,5/27/2008,RqwFPp_qPu-1h87pGBAM8w,5,"Hippies scare me.     So in my preparation to go to this place I ordered Xanax from an on-line Canadian pharmacy, which I have been taking for three days now.  Bought a tazer from Spy Headquarters in case one of them tries to hold me down and pours patchouli oil on me.  The fifth of gin that I slammed in the parking lot really helped with that last bit of extra courage that I needed to partake my journey into hippie-land.

It was all for nothing. No hippies around, just a teenager behind the counter.  This place is tiny and the counters are about at mouth level. I don't know how anyone under 7'6"" could easily eat off of them.  

Anyways for $5 flat, you get a kick ass burger, a school lunch bag half full of well seasoned skin-on fries, and a can of soda.   It's true that the fries could have been a bit more crispy but they tasted so good I got over it real quick.

I'd be afraid to ask what the special ingredient is because they might say ""it's organic, don't panic"".  

Jerry's dead, but this place lives on.  Thanks hippies!",review,sEWeeq41k4ohBz4jS_iGRw,28,28,39
supigcPNO9IKo6olaTNV-g,12/14/2010,O7jDv3ntT_rsFrd7qPrC4Q,3,"In addition to the nice atmosphere on the patio they serve a very nice brunch menu and the $2 bloody marys are a buy. Downside: parking validation is only a discount, not a freebie. Depending on when you go the service can be slow. During a recent happy hour the barmaid herself was left to tend to all bar patrons and the patio.",review,nDBly08j5URmrHQ2JCbyiw,1,1,1
L9UYbtAUOcfTgZFimehlXw,4/12/2010,Z9XN4EZeGLnlMmuMvo_i8A,5,"Man, do I LOVE a restaurant with REALLY GOOD food and friendly service! Liberty Market is definitely that! 

Funny thing is that I was originally going to eat at Joe's Farm Grill, but ended up here (after a search here on YELP).

Nice laid back decor too.

You wait in line to place your order, pay, and they give you a stand with a number on it (like at Sizzler), then someone brings your order.

I like places that spend the time to make their own salad dressings and take care with creating a delicious salad. The Italia was DELICIOUS and a perfect size! The homemade Minestrone soup was loaded with fresh ingredients and was REALLY fantastic too!

I forgot to try one of their desserts...the last Red Velvet cupcake was ALMOST snatched up by another customer, but the Food Server was so kind to offer to get it to me (maybe I had a look of panic on my face??)...WOW!! This service is rare to find!

The restrooms are quite amusing! Saw a similar set-up in NYC. Each toilet/water-closet is individual...no stalls. They were VERY CLEAN too (ok, I was seriously apprehensive that it might smell like a men's restroom, since it was all unisex...no worries!!!!)

I can't wait to visit here again...but, after I check out their other place across the street: Joe's Real BBQ. YUM!",review,CP-IE-zyc2Mv3jlaceElVQ,0,3,2
UmhTiNOKareQDP7D9aAnKw,9/23/2012,csHak1d1uCU4oItf8d5MBw,5,"Great experience from start to finish.  Host (who was the owner) seated us at a table with a view.  Was given house made foccacia bread and olive oil.  Was awesome.  Some of the best bread I've ever had before a meal.  The olive oil was seasoned perfectly too.  My grandma got the burger and I got the pesto penne primavera.  The pasta came with shrimp, squash, and some other vegetables.  I love pesto, so this hit the spot.  Good serving size, but not too much.  The food tasted fresh.  They make their own pasta, which was delicious.  The burger was huge.  Looked like you get your moneys worth.  The ice tea was even good.  The place was clean and sleek.  They played good music and the service was perfect.  It has been a while since I had such a good overall experience with no complaints.  I will be coming back.  The host, who we later found out was the owner, was working that night and asked us how we liked everything.  I've said it before, but that is a rare and good touch for any restaurant.  Well done.",review,XqU1PB0XWjcr3sUyZZGaWQ,0,1,0
j0cGt8mCE42Q-obJkcfrYw,7/31/2012,hBg8uej4Ix74Vq5LLPuiOA,5,"Great customer service, competitive rates, and I always get a call right back from Jeff! Nice to have an agent who actually cares about his customers. I would recommend giving him a call.",review,I5AcIAujn4X0fzjq-CTLBg,0,0,0
hBHkHYOk_E-6EgObC6MTdQ,11/14/2010,Rfu5grIwYtiEQbbMZtGwTg,5,We went to The Farm today for lunch to enjoy a picnic on such an awesome beautiful day. I had the Tuscan sandwich and it was awesome. I had expected it to be good but was surprised at just how enjoyable it really was. I'm sure sitting outside in beautiful surroundings on a perfect day helped with the experience. This is the prefect place for lunch on a beautiful day. My date was equally impressed so I'm sure I will be back!,review,i0A-c2yoHySmFhRV2sDR1g,0,1,0
1CNKe3H07sLu6rigOpAYsg,10/31/2012,yheuEeK2zj6HaNY5bAzhgQ,4,"Games- great.
Game prices- decent.
Food- Edible, but nothing to write home about.
Food prices- WAY too high for the quality.
Bar- Weird. The 1st bar Ive heard of that doesnt carry Baileys or some type of Irish cream liqueur.
Drinks- Meh, stick w/ beer.
Service- Also weird. Ive had the best service here when its crazy busy and the absolute worst when my friends and I are the only people to be waited on.

A good time, if youre going for games and basic drinks.",review,X5GbNXY_nNoa_vTZDD0aCA,0,0,0
QnAzW6KMSciUcuJ20oI3Bw,5/5/2009,GiGm00UCTSDwA0c7RhRDFQ,4,"I love the ambiance at Joe's Farm Grill.  It's great to grab your food and sit outside at one of the many picnic tables.  Stopping there with the dogs after an afternoon at Cosmo Dog Park is a must!  There is something for everyone on the menu, from gourmet burgers (all I have to say is fontina! Yum!) to pizza, to ribs.

It's also a great place to take out-of-state guests who just blew into town from one of those cold climates.  They are usually psyched to be sitting outside enjoying a meal during the winter without having a propane heater involved.  

Make sure you go for a walk on the grounds too.  It's very relaxing and a great way to work off a few calories!",review,woXhdtL9ds78_mz8mOY4Vg,1,0,0
pdxyZdnwltQXcu-kD5rpXQ,1/22/2007,kUw0d4RX-tp32zmP-XwkXw,5,"Screw Disneyland- Sephora is the happiest place on earth!  They have everything a girly girl or a girly guy could possibly dream of and then some! They have all the best brands in cosmetics, skin care and perfume and they're always adding new items to their extensive product selection.  To me, getting a gift card to Sephora is like having Christmas morning over and over again.  Everywhere you look there are sparkly blushes, lip plumping glosses, lash-extending mascaras and anti-aging face creams- what more could anyone ask for? I can understand why men might hate going into Sephora- but they do have some products for guys too- although not many.  As far as I know, Scottsdale Fashion Square is home to the only Sephora in Scottsdale, but even as great as it is, it still can't beat the one right on the strip in Vegas.  They're open really late and you can shop with a drink in your hand- what could be better than that?",review,0CMz8YaO3f8xu4KqQgKb9Q,0,0,4
yJr24Yy1K6bt2G9fX3_zPA,12/10/2011,T6x80EWBNGa6qzfCjSdMEg,5,"I loved this little slice of heaven.  Reasonable prices, tiny dining room, very personal service.  Pablo was laid back, but with only 4 couples in the small establishment, he did a great job of making sure we were taken care of.",review,MZaI_6ffmE_XzjKnM62oFw,0,0,0
OOCLVeqqMFfSnKa7liv0Kw,2/10/2009,d4tC0RRd0ldMNZHeIMbGuQ,1,"What a load of absolutely hideous, uninteresting crap.

Take every single one-star review written by Yelpers below, copypaste them here and you will have a far more eloquent summary of my feelings on this place than anything I can come up with.

I have no reason to ever come here. Certainly not free will. The one time I did come here I was forced to by a friend who was meeting another friend.",review,17PPxx8RxjOUD_nQZ1aHEw,4,6,7
LeBQ8Wc3BK_i_jPSbFpZHA,6/10/2011,1sn0-eY_d1Dhr6Q2uoFCgg,4,Had the enchiladas - cheese and shredded beef - and some mini chimichangas which were both good. Salsa is fresh and tasty. Friendly service. Will be back next time I'm in Florence!,review,RCmBxcE6ld-ANzEAS6yeUA,0,0,0
ke3RFq3mHEAoJE_kkRNhiQ,7/21/2012,W2E-KyisRMC5fuih1AjTlA,4,"I found this place when we needed a place to meet for a business lunch.  I had the smoked BBQ chicken which was good but that seems to be all I get when I go.  I've tried some of the other dishes but haven't really liked them.  My wife loves the fried pickles which I'm not a fan of.  The portions are huge but there does not seem to be anything special I can remember besides really large portions.  I suppose the biscuits topped with sugar smothered in honey butter are good but I also want to live to be at least 50 and they are not worth dying for.  As unimpressed as I am with the food, the service is very good.  I've been there a few times now and have always been pleased with they way they treat us.  Everything from the speed and attentiveness has been good.",review,lAngRi4lwBIHmjCBVLd-8Q,0,2,0
JhupPnWfNlMJivnWB5druA,8/18/2010,INgYGonM78YMB-5vpfoPQQ,5,"AZ-88 is at once chic, urban, fun, and just enough Scottsdale without making me want to stab myself in the face, as a t-shirt-and-jeans-wearing, overweight guy.

You'll first notice the atmosphere, and with good reason--it's perfectly lit, with noticeable but not mind-numbingly blaring music, and even better, they have a live DJ who goes through no small trouble to beat match and keep things rolling throughout your Wednesday-Saturday evening dining experience. When I first hit AZ-88, it had an enormous deconstructed NY taxicab suspended from the ceiling which was a fantastical conversation piece. The wall behind the bar was completely covered in names and numbers. (I was far too proud when I accurately guessed that they were the names of cabbies and the numbers were their license numbers.) Overall, a very different, fun look.

Comfortable chairs and very full cocktails abound, and while they typically have a rock-steady delivery, more than a little cosmo has ended up in my friend's purse, to her chagrin. That aside, the food is fantastic and even though it's a bit hard to get out of here for under $30 per person (because you simply must try the cheesecake, and drinks are pushing $14), it's worth it as a classy-but-casual night out that you can really enjoy.

They have a great patio, the burger is dripping with flavor (and, in fact, cheese), and they have waffle fries with pretty much everything. Great salads and sandwiches help round things out, and they ship their cheesecake in from Carnegie Deli in New York which is just about the most perfect cheesecake you'll have the good chance to try. Forget that Cheesecake Factory nonsense, these people know how a cheesecake is done. It is rich, thick, with just a hint of sour, and an amazing flavor that takes your tongue hostage and demands whipped cream ransom.

Overall, a wonderful place for drinks and good food with friends, and the staff is pointed but efficient and will throw back any shit you give them, in good humor or, as appropriate, not. (We've never run afoul of that rule, but you wouldn't want to, I assure you.)",review,8-2W5CmkDl9vrkxRpkiPRg,1,1,1
Snp5LyDO9NeQiuFPOlkavw,1/9/2012,Ri6D23gr3_WqLgcZL6ttqg,3,"Sugar bowl ice cream is yummy but what ice cream isn't? let's just say if one day I was craving ice cream, I wouldn't think of coming here specifically for theiiir tubs. Very average stuff.. similar to Breyers/ Dryers. 

What I diiid like was the price, their abundant seating area and location (=",review,df0YRtus3XaN64pzs8iteg,1,1,1
QnAzW6KMSciUcuJ20oI3Bw,12/30/2010,21Nfgtnns8gZuzNfg7c_QQ,4,"Great place for lunch, transport yourself back in time to this quaint farm grill which offers high quality food, fresh ingredients, killer burgers and an atmosphere that is one of a kind.  Good place for breakfast as well.  Family owned restaurant goodness.  Only drawback is the line, however good things come to those who wait.",review,uzWTAgkONAZd5NrfP9XXlQ,0,1,0
